-95.0724,5.66789,-200,
-74.9862,6.71408,-90.1387,
-51.7991,8.62826,-55.1711,
-36.0291,6.62452,-41.1923,
0,0,-200,
0,0,0,
-12.5476,-13.3267,5.01533,
-39.2033,7.66647,-42.7733,
-29.1116,9.96373,-10.152,
-27.1194,7.21373,-2.34501,
0,8.48354,0,
-32.9869,9.62699,-3.17882,
0,0,0,
0,6.38438,0,
13.4855,0,0,
11.8785,0,0,
13.1248,0,0,
0,0,8.33103,
0,0,0,
0,0,0,
0,8.411,0,
0,0,7.57972,
0,6.78059,0,
0,4.79749,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-24.2815,5.37473,-26.2679,
-0.558784,3.74701,-1.89212,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-6.39515,-6.65428,4.29093,
-2.00059,5.28056,-0.190283,
0,8.34129,0,
0,9.22037,0,
13.535,0,0,
0,11.2286,0,
0,0,0,
0,5.42474,0,
16.4324,0,0,
0,6.25287,0,
0,7.62632,0,
13.1928,0,0,
0,0,0,
0,0,0,
0,0,10.326,
0,6.97515,0,
12.4791,0,0,
14.2602,0,0,
0,0,0,
0,0,0,
0,0,0,
10.126,0,0,
0,8.37823,0,
14.9146,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,1.288,
0,8.61947,0,
0,9.04001,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,5.42465,
0,6.20629,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,14.1869,0,
0,12.4626,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,6.37987,0,
12.1927,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,10.6543,0,
11.7922,0,0,
0,0,0,
0,0,0,
0,0,0,
14.746,0,0,
6.55463,0,0,
0,0,9.23004,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,1.78637,0,
0,3.1722,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
8.47371,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
8.91569,0,0,
0,4.14499,0,
0,0,0,
0,0,0,
0,0,4.67032,
0,4.10764,0,
0,0,0,
0,0,7.21478,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,1,0,
5,0,0,
0,0,0,
0,0,0,
0,0,1.97454,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-45.874,5.59224,-52.1063,
8.19272,-16.0015,-17.0908,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
9.39099,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-11.2805,-8.66667,3.81184,
7.83728,-0.674129,-2.98758,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
4.69088,0,0,
0,0,5,
0,5.96191,0,
0,6.69658,0,
0,0,0,
0,0,0,
0,0,0,
8.40162,0,0,
12.4781,-35.043,-35.7456,
11.1878,-36.3634,-33.9232,
0,-35.0313,6.52588,
0,-0.897762,7.38142,
0,0,0,
0,0,0,
14.2858,0,0,
0,6.30507,0,
13.7338,0,0,
0,0,8.62815,
0,0,0,
0,0,0,
0,0,0,
8.6814,0,0,
0,0,7.32877,
0,0,11.3763,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
11.9944,0,0,
0,0,10.6478,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
5,0,0,
9.81488,0,0,
0,5.52379,0,
0,0,0,
0,0,0,
0,0,0,
-33.281,0.493379,-39.04,
0,1,0,
16.9399,0,0,
0,0,12.7844,
11.7348,-0.332163,0,
-34.3857,0,7.63417,
4.69841,-5.1093,-38.8823,
0,0,0,
0,4.99477,0,
