-124.677,5.8441,-131.213,
-87.0438,7.78055,-80.7636,
-90.0609,8.18611,-82.557,
12.5606,-104.574,-200,
9.39608,-33.272,0,
-64.2036,-3.22216,-38.0368,
-30.4734,-27.5181,5.6221,
-47.7179,6.84036,-51.0243,
-47.5691,9.5231,-56.4873,
-50.9552,9.92666,-37.305,
-27.6535,9.26059,-9.19738,
0,11.7238,-35.325,
0,0,0,
11.0228,0,0,
-32.2814,11.3604,-35.2646,
12.5948,0,0,
0,0,11.8676,
0,11.0653,-29.107,
0,0,0,
0,0,0,
-31.422,-35.8108,8.81668,
0,9.51886,0,
15.4131,0,0,
16.3179,0,0,
0,0,0,
0,0,0,
0,0,2.42967,
0,0,4.96898,
14.7488,0,0,
0,1,0,
0,0,0,
0,0,0,
0,-200,1,
-33.7073,0,-39.04,
0,1,-36.6802,
-35.6333,5.24083,-35.8305,
-33.2554,5.47901,-28.3581,
-12.7972,-12.6535,5.52833,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
10.8209,-8.23665,-9.41099,
-0.764694,5,-1.09086,
0,0,11.3926,
0,0,10.5728,
0,0,11.0732,
17.5373,0,0,
0,0,0,
0,7.33031,0,
15.8395,-1.82147,0,
14.8878,-0.127375,-2.13561,
0,9.56354,0,
18.1566,0,0,
0,0,0,
0,0,0,
0,0,12.1414,
0,0,9.96569,
0,10.2643,0,
19.0625,0,0,
0,0,0,
0,0,0,
0,0,0,
12.0363,0,0,
14.7342,0,0,
0,10.1727,0,
0,0,0,
0,0,0,
0,0,0,
-35.84,6.58532,0,
15.2104,0,0,
15.4737,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,-35.9906,6.89436,
0,7.11204,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
5,-200,-36.7416,
16.3765,0,0,
0,0,9.75519,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,8.42261,
13.2046,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,4.11704,0,
0,0,10.7441,
0,0,9.70947,
0,0,0,
0,0,0,
0,0,0,
14.21,0,0,
15.6964,0,0,
0,10.7239,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,-200,
13.8917,0,0,
0,6.79527,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,5.44173,0,
0,7.93424,0,
13.0068,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
13.0945,0,0,
0,3.79643,0,
0,0,0,
0,0,0,
13.5184,0,0,
0,8.30234,0,
0,0,0,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,2.05938,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
11.0899,0,0,
0,0,4.76676,
0,4.09316,0,
0,0,3.10191,
0,0,0,
0,0,0,
9.31851,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-200,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,-36.6763,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,4.59207,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
11.5413,-37.4974,0,
0,1,0,
0,0,0,
0,0,0,
-119.576,-118.245,-34.904,
-18.3578,-18.1645,5.85278,
0,0,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
11.371,-0.430081,-2.42526,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
-35.0211,-39.8698,4.43536,
9.71692,-7.45976,-7.6718,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,-0.53887,6.16397,
0,0,6.39765,
13.6354,-0.19499,-1.63447,
0,0,8.57352,
0,0,0,
0,0,0,
0,0,0,
0,6.65128,0,
-39.3305,-32.0628,10.9978,
13.9688,-39.2,-36.8642,
0,8.64225,0,
-27.551,-200,12.3471,
0,0,0,
0,0,0,
0,10.3891,0,
0,11.1294,0,
0,9.62498,0,
17.0697,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,9.23104,
0,0,10.7132,
0,0,12.8706,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,9.97974,0,
16.9794,0,0,
0,0,1.25602,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,6.62686,0,
0,7.17305,0,
0,0,0,
0,0,0,
0,0,0,
-27.1206,-38.8864,8.55518,
8.12416,0,0,
0,0,11.8728,
0,0,10.3558,
0,-35.8421,8.94772,
10.4052,0,0,
-0.0608651,-44.8574,-200,
0,0,0,
13.3659,0,0,
0,0,8.43812,
0,8.52399,0,
-35.7252,-36.4273,-25.2312,
0,0,1.47211,
0,0,0,
0,0,0,
0,0,9.61267,
15.606,0,0,
14.9958,-36.835,0,
5,0,0,
0,0,0,
0,8.65908,0,
0,10.5728,0,
0,0,9.21016,
0,11.1047,-36.2126,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,9.29336,0,
0,10.3189,0,
0,0,0,
0,0,0,
0,0,0,
0,0,8.41408,
12.3206,0,0,
0,0,7.95981,
0,9.20725,0,
0,0,0,
0,0,0,
0,10.7943,0,
14.9929,0,0,
0,0,0,
0,10.1318,0,
0,11.4167,0,
0,0,0,
0,0,8.53108,
0,9.07723,0,
14.9035,0,0,
0,10.8894,0,
0,0,9.4825,
0,0,0,
0,0,0,
